정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
석남신사거리,42149,2056,1606,2054,1606,2,122
석남신사거리,42150,2032,2588,2031,2588,1,154
석남역(5번출구),42577,21205,43460,21204,43460,1,2155
석남중앙교회,42138,3029,1881,3027,1881,2,163
석남중학교,42126,7624,5698,7605,5698,19,444
석남중학교,42128,6137,6686,6125,6686,12,427
석남초등학교,42165,10210,3296,10149,3296,61,450
석남초등학교,42167,3152,8074,3142,8074,10,374
석락아파트,37241,10698,8545,10684,8545,14,641
석락아파트,37244,2201,3653,2201,3653,0,195
석모1리마을회관,90145,54,23,53,23,1,2
석모1리마을회관,90146,7,23,7,23,0,1
석모대교(석모리방향),90137,9,46,9,46,0,1
석모대교(석모리방향),90138,40,20,40,20,0,2
석모대교(석포리방향),90139,33,6,33,6,0,1
석모대교(석포리방향),90140,28,69,28,69,0,3
석모대교(외포리방향),90121,6,60,6,60,0,2
석모대교(외포리방향),90122,39,8,39,8,0,1
석모대교전망대,90249,2,4,2,4,0,0
석모대교전망대,90250,3,17,3,17,0,0
석모도미네랄온천,90163,54,25,54,25,0,2
석모도미네랄온천,90164,4,30,4,30,0,1
석모도수목원입구(삼산초등학교),90143,9,73,9,73,0,2
석모도수목원입구(삼산초등학교),90144,109,46,104,46,5,5
석모도자연휴양림입구,90151,7,6,7,6,0,0
석모도자연휴양림입구,90152,13,10,13,10,0,0
석바위,37365,22927,19830,22910,19830,17,1425
석바위,37370,52503,40278,52460,40278,43,3092
석바위시장,37378,2625,6398,2622,6398,3,300
석바위시장,37381,23984,24728,23967,24728,17,1623
석바위시장,37382,21303,19494,21281,19494,22,1359
석바위시장,37384,5234,4059,5229,4059,5,309
석바위시장,37544,3092,4431,3087,4431,5,250
석바위시장역,37373,5206,5796,5183,5796,23,366
석바위시장역,37374,4607,4788,4590,4788,17,313
석산,43375,3,43,3,43,0,1
석산,43833,39,1,39,1,0,1
석산로,92051,1188,413,1184,413,4,53
석산로,92052,444,603,439,603,5,34
석암초등학교,37412,4391,4365,4369,4365,22,291
석암초등학교앞,37407,14585,9032,14560,9032,25,787
석정여자고등학교,39416,1643,277,1643,277,0,64
석정여자고등학교,39418,121,1766,121,1766,0,62
석조여래입상앞,43663,1,23,1,23,0,0
석조여래입상앞,43692,87,3,87,3,0,3
석천사거리,39308,750,861,747,861,3,53
석천사거리역,39317,4105,7308,4100,7308,5,380
석천사거리역,39320,2791,3213,2786,3213,5,200
석천시장,39502,841,4515,841,4515,0,178
석포리마을회관,90191,17,0,17,0,0,0
석포리마을회관,90192,12,14,6,14,6,0
석포항,90203,22,27,15,27,7,1
선경그린빌라,42307,2002,1484,2002,1484,0,116
선경그린빌라,42541,92,739,92,739,0,27
선경아파트,40238,6735,1802,6735,1802,0,284
선광,38542,0,369,0,369,0,12
선광,38543,256,13,256,13,0,8
선녀바위유원지,35004,1344,27,1344,27,0,45
선녀바위유원지,35006,198,1053,198,1053,0,41
선녀바위해수욕장,35484,1833,201,1831,201,2,67
선녀바위해수욕장,35485,381,1912,381,1912,0,76
선동,43248,1,13,1,13,0,0
선동,43886,47,3,47,3,0,1
선두1리,43009,281,109,280,109,1,13
선두1리,43099,37,154,37,154,0,6
선두4리마을회관,43242,17,2,17,2,0,0
선두4리마을회관,43644,5,19,5,19,0,0
선두5리어판장입구,90131,11,36,11,36,0,1
선두5리어판장입구,90132,48,9,48,9,0,1
선릉역,23218,2775,5,2775,5,0,92
선릉역,23259,113,4089,113,4089,0,140
선린감리교회,40043,3911,2298,3909,2298,2,206
선린감리교회,40047,4420,5983,4415,5983,5,346
선바위역,66002,1273,34228,1273,34228,0,1183
선바위역2번출구(광역),66001,19041,673,19041,673,0,657
선수,43433,5,7,5,7,0,0
선수,43483,27,18,27,18,0,1
선수여객선착장,43429,301,248,290,248,11,18
선수여객선착장,43479,11,69,11,69,0,2
선수촌사거리,39889,223,713,219,713,4,31
선수촌사거리,39890,358,318,356,318,2,22
선원면사무소앞,90067,0,22,0,22,0,0
선원면사무소앞,90068,2,1,2,1,0,0
선원면주민센터,43042,210,481,210,481,0,23
선원면주민센터,43070,536,181,524,181,12,23
선원사,43305,0,2,0,2,0,0
선원사,43742,12,16,12,16,0,0
선원사초입,43307,11,7,11,7,0,0
선원사초입,43756,2,5,2,5,0,0
선원초등학교,43044,77,155,77,155,0,7
선원초등학교,43045,174,66,173,66,1,8
선유고등학교,28017,11696,600,11696,600,0,409
선유고등학교,28018,673,12539,673,12539,0,440
선재대교,44085,5,0,5,0,0,0
선재대교,44175,0,1,0,1,0,0
선재대교입구,44005,44,724,44,724,0,25
선재대교입구,44006,863,75,863,75,0,31
선재바다낚시터,44176,0,1,0,1,0,0
선주삼거리,41481,21,110,21,110,0,4
선주삼거리,41502,7,0,7,0,0,0
선주지교회,41482,55,31,55,31,0,2
선주지교회,41503,12,1,12,1,0,0
선주지다리,41480,7,45,7,45,0,1
선주지다리,41501,0,2,0,2,0,0
선주지회차지,41483,49,74,49,74,0,4
선학동행정복지센터.정광아파트,38297,1360,1218,1357,1218,3,85
선학사거리,38295,1261,3881,1259,3881,2,171
선학아파트,38232,6425,1595,6425,1595,0,267
선학아파트,38343,3313,10281,3312,10281,1,453
선학어린이집,38300,2000,1960,1981,1960,19,132
선학역,38305,30931,14414,30927,14414,4,1511
선학역(1번출구),38306,19078,23813,19065,23813,13,1429
선학중학교,38283,925,889,910,889,15,60
선학체육관(하키경기장),38308,3173,2144,3167,2144,6,177
선학체육관(하키경기장),38309,2858,4295,2858,4295,0,238
선행리입구,43908,28,61,28,61,0,2
선행리입구,43909,32,1,31,1,1,1
설호아파트,43378,40,104,40,104,0,4
설호아파트,43618,147,75,146,75,1,7
성강지식산업센터,39837,520,710,520,710,0,41
성경,43603,154,17,154,17,0,5
성경,43771,24,136,24,136,0,5
성리중학교,39969,46,38,46,38,0,2
성리중학교,39979,2,175,2,175,0,5
성리초등학교,39200,20803,19308,20782,19308,21,1337
성리초등학교,39201,9305,15888,9302,15888,3,839
성문교회,39462,455,10,454,10,1,15
성문아파트,39591,3767,1521,3767,1521,0,176
성문아파트(문화연립),39257,3101,3955,3101,3955,0,235
성민병원,42159,15546,15405,15500,15405,46,1031
성민병원,42162,14297,16924,14279,16924,18,1040
성보공업,42007,1787,2156,1777,2156,10,131
성산교회,40572,960,5987,960,5987,0,231
성신아크릴산업,89313,128,5,126,5,2,4
성신아크릴산업,89327,4,125,4,125,0,4
성웅아파트,42048,3873,2669,3873,2669,0,218
성웅아파트,42051,4070,2692,4065,2692,5,225
성원기계,92016,1006,1615,1006,1615,0,87
성원빌딩.우편취급국,37425,11111,6342,11111,6342,0,581
성원아파트,70022,2436,8,2436,8,0,81
성일산업,39787,817,1233,817,1233,0,68
성일산업,39788,657,618,657,618,0,42
성일아파트후문앞,40311,861,498,861,498,0,45
성지아파트,38017,22472,36491,22469,36491,3,1965
성지아파트,41025,5241,3568,5241,3568,0,293
성지초등학교,41033,2119,3421,2109,3421,10,184
성지초등학교,41034,2628,1753,2603,1753,25,146
성터지,43038,304,105,301,105,3,13
성터지,43039,76,261,76,261,0,11
성호아파트,38204,11756,10679,11756,10679,0,747
세광2차아파트,43758,2055,671,2031,671,24,90
세광2차아파트,43857,409,1532,407,1532,2,64
세광아파트,43049,1082,1992,1073,1992,9,102
세광아파트,43050,2463,797,2439,797,24,108
세농푸드,41510,41,0,41,0,0,1
세우산업,39094,2016,3985,2016,3985,0,200
세월천사거리,40489,2452,8985,2452,8985,0,381
세일빌라.인천산림조합,39158,2568,1342,2567,1342,1,130
세일빌라.인천산림조합,39159,4947,3884,4946,3884,1,294
세현정공,39033,928,1749,928,1749,0,89
세화파렛텍,90216,54,45,54,45,0,3
센타빌딩,39902,11816,13879,11816,13879,0,856
센트럴공원,38490,882,3147,882,3147,0,134
센트럴파크1,38463,584,119,584,119,0,23
센트럴파크2,38464,374,350,374,350,0,24
센트럴파크역,38397,9516,1356,9516,1356,0,362
센트럴파크역,38574,850,2291,850,2291,0,104
센트럴파크푸르지오아파트,38544,1676,1263,1668,1263,8,97
센트럴파크푸르지오아파트,38545,957,1773,957,1773,0,91
센트럴푸르지오501동앞,92071,1664,443,1664,443,0,70
셀트리온(주),38319,177,369,177,369,0,18
셀트리온(주)앞,38513,368,357,368,357,0,24
셀트리온2공장앞,38474,653,710,653,710,0,45
셀트리온2공장앞,38475,1374,536,1373,536,1,63
소게,43185,1,88,1,88,0,2
소게,43243,38,2,37,2,1,1
소구월사거리,39266,5110,11618,5088,11618,22,557
소구월사거리,39268,4398,3721,4362,3721,36,270
소나무,43396,46,0,46,0,0,1
소나무,43805,0,53,0,53,0,1
소담(장미)마을입구,90236,0,6,0,6,0,0
소담(장미)마을입구,90237,6,0,5,0,1,0
소동,43412,138,0,138,0,0,4
소동,43829,3,229,3,229,0,7
소똑골 입구,90424,26,14,26,14,0,1
소래도서관,39829,6,492,4,492,2,16
소래산등산로입구,39770,3,81,3,81,0,2
소래산등산로입구,39771,47,4,47,4,0,1
소래산입구,39668,1,639,1,639,0,21
소래산입구,39670,737,3,737,3,0,24
소래역사관,39816,183,1429,177,1429,6,53
소래역사관,39817,3047,158,3039,158,8,106
소래초등학교,39615,312,324,312,324,0,21
소래포구,39815,758,110,756,110,2,28
소래포구,39818,146,2590,145,2590,1,91
소래포구 해오름광장,92074,105,1484,103,1484,2,52
소래포구역,39647,3256,1459,3256,1459,0,157
소래포구역,39648,2764,5286,2762,5286,2,268
소래포구역,39710,1706,45,1699,45,7,58
소래포구역앞,92063,2393,975,2393,975,0,112
소래포구역종점,39793,1348,2687,1295,2687,53,134
소래포구입구,70009,819,164,815,164,4,32
소래포구입구(논현푸르지오A),39109,418,851,417,851,1,42
소래포구입구(논현푸르지오A),39114,289,210,289,210,0,16
소래풍림아파트,39122,2471,779,2463,779,8,108
소리공원(하모니로),38721,510,735,509,735,1,41
소리공원(하모니로),38722,266,328,266,328,0,19
소망탑빌라,40116,7,382,7,382,0,12
소방대앞,90022,4,26,4,26,0,1
소방대앞,90023,84,11,83,11,1,3
소산서원,70011,225,781,225,781,0,33
소산서원,70012,360,396,360,396,0,25
소장전,43996,17,19,17,19,0,1
소장전,43997,5,6,5,6,0,0
소첨도공원,89540,190,4,190,4,0,6
소첨도공원,89541,0,239,0,239,0,7
소촌마을,41662,162,12,162,12,0,5
속아지,43344,28,0,26,0,2,0
속아지,43848,0,31,0,31,0,1
솔밭마을,38193,898,333,897,333,1,41
솔빛마을,36034,8615,9153,8595,9153,20,592
솔빛마을,36037,6157,5903,6155,5903,2,402
솔빛마을주공아파트,36049,10044,6583,10040,6583,4,554
솔빛마을주공아파트,36050,9447,11814,9444,11814,3,708
솔빛주공2단지,36045,956,860,945,860,11,60
솔안공원,38348,11244,6632,11234,6632,10,595
솔정,43526,16,4,12,4,4,0
솔정,43871,5,8,4,8,1,0
솔정1리마을회관,90085,0,2,0,2,0,0
솔정마을,43129,40,6,38,6,2,1
솔정마을,43811,16,1,14,1,2,0
솔정마을,43872,15,36,15,36,0,1
솔정마을,90108,0,9,0,9,0,0
솔정정미소,43130,18,36,18,36,0,1
솔정정미소,43134,38,6,38,6,0,1
솔터마을입구,80327,1021,365,1021,365,0,46
솔터마을입구,80336,1285,1068,1285,1068,0,78
솔펜션,44177,1,1,1,1,0,0
송곡촌,43439,17,45,17,45,0,2
송곡촌,43815,59,29,58,29,1,2
송내고교입구,11014,76,426,76,426,0,16
송내고교입구,11015,723,163,723,163,0,29
송내고등학교,40219,2366,2694,2353,2694,13,168
송내남부역,40761,42,1278,42,1278,0,44
송내역,56005,102027,100768,101931,100768,96,6759
송내역.로데오거리,55267,5217,25235,5217,25235,0,1015
송내역.영화의거리,55263,21875,6826,21875,6826,0,956
송내역남부,56002,139351,122395,139351,122395,0,8724
송담초등학교,38667,2205,575,2205,575,0,92
송담초등학교,38668,323,1823,323,1823,0,71
송도1동행정복지센터,38012,5152,12492,5150,12492,2,588
송도2동행정복지센터,38492,5152,3163,5141,3163,11,277
송도2동행정복지센터,38588,1381,2294,1380,2294,1,122
송도MTB파크,38746,140,243,140,243,0,12
송도SK뷰(101동),38635,1662,706,1662,706,0,78
송도SK뷰(105동),38632,206,778,206,778,0,32
송도SK뷰(105동),38633,1024,223,1024,223,0,41
송도sk뷰,38707,924,3752,922,3752,2,155
송도sk뷰,38708,799,1428,798,1428,1,74
송도고입구,38215,3380,2322,3374,2322,6,190
송도고입구,38221,1372,802,1370,802,2,72
송도공영차고지,38472,298,209,298,209,0,16
송도국제교입구,38597,344,0,344,0,0,11
송도국제도시디에트르시그니처뷰,38771,2915,1630,2914,1630,1,151
송도글로벌캠퍼스푸르지오아파트,38711,768,722,768,722,0,49
송도누리공원,38663,3894,4022,3894,4022,0,263
송도누리공원,38664,1091,3382,1091,3382,0,149
송도달빛축제공원,38776,246,350,246,350,0,19
송도달빛축제공원역,38696,18855,3648,18853,3648,2,750
송도달빛축제공원역,38697,2951,15911,2951,15911,0,628
송도더샵그린스퀘어,39843,3508,1385,3506,1385,2,163
송도더샵그린워크,38526,1317,331,1317,331,0,54
송도더샵그린워크2차,38493,2257,3281,2257,3281,0,184
송도더샵마스터뷰21단지,38578,5775,918,5775,918,0,223
송도더샵마스터뷰22단지,38693,697,384,697,384,0,36
송도더샵마스터뷰22단지(2202동),38698,250,478,250,478,0,24
송도더샵마스터뷰22단지(2202동),38712,378,1246,378,1246,0,54
송도더샵마스터뷰22단지(정문),38694,273,1050,273,1050,0,44
송도더샵마스터뷰22단지(하행),38695,343,632,343,632,0,32
송도더샵마스터뷰23단지,38441,3123,2369,3123,2369,0,183
송도더샵마스터뷰23단지,38442,525,4654,521,4654,4,172
송도더샵마스터뷰23단지(정문),38692,1523,304,1523,304,0,60
송도더샵센트럴시티,39842,2199,3381,2192,3381,7,186
송도더샵센트럴시티.글로벌캠퍼스푸르지오,38647,5127,1183,5127,1183,0,210
송도더샵퍼스트월드,38589,1036,1370,1036,1370,0,80
송도더샵퍼스트월드(동문),38013,16350,6603,16343,6603,7,765
송도더샵퍼스트월드(서문),38381,3611,1469,3602,1469,9,169
송도더샵퍼스트월드B동.C동,38425,3929,2186,3929,2186,0,203
송도더샵퍼스트월드D동,38009,1726,1815,1724,1815,2,118
송도더샵퍼스트파크14단지,38560,497,3580,497,3580,0,135
송도더샵퍼스트파크14단지,38577,2788,292,2788,292,0,102
송도더샵퍼스트파크15단지,38559,191,1013,191,1013,0,40
송도더샵퍼스트파크15단지,38576,878,162,878,162,0,34
송도더샵하버뷰2차,38467,2413,12218,2406,12218,7,487
송도동일하이빌파크포레아파트,38680,2752,1170,2751,1170,1,130
송도라마다호텔앞,38065,2193,4713,2189,4713,4,230
송도라마다호텔앞,38067,10939,7872,10928,7872,11,627
송도랜드마크시티13호근린공원,38738,474,2640,474,2640,0,103
송도랜드마크시티13호근린공원,38739,1933,522,1933,522,0,81
송도랜드마크푸르지오시티,38747,1116,1881,1116,1881,0,99
송도베르디움더퍼스트후문,39985,1345,4539,1345,4539,0,196
송도세브란스병원,38651,18,695,18,695,0,23
송도센트럴파크,38452,2340,6091,2340,6091,0,281
송도센트럴파크역,38563,2081,890,2068,890,13,99
송도소방서(송도스마트밸리),39801,1499,2680,1499,2680,0,139
송도스마트밸리,39802,3862,1458,3862,1458,0,177
송도스포츠센터(LNG야구장),39721,1492,1033,1492,1033,0,84
송도아트윈푸르지오,38549,686,519,678,519,8,40
송도아트윈푸르지오,38562,5,360,5,360,0,12
송도에듀포레푸르지오,39921,1342,2900,1342,2900,0,141
송도에듀포레푸르지오후문,39986,4914,918,4914,918,0,194
송도역,38213,2257,1739,2257,1739,0,133
송도역,38505,8064,15068,8055,15068,9,771
송도역,38669,950,1409,950,1409,0,78
송도영남아파트,38224,8028,6567,8028,6567,0,486
송도오션파크베르디움,38642,1108,16787,1107,16787,1,596
송도요양원,38144,1854,2546,1854,2546,0,146
송도유원지(도로교통공단),38081,10547,12075,10509,12075,38,754
송도유원지(도로교통공단),38088,17060,6987,17008,6987,52,801
송도자이크리스탈오션,38780,0,4,0,4,0,0
송도자이하버뷰,38521,2998,1916,2998,1916,0,163
송도자이하버뷰1단지,38468,15374,2469,15372,2469,2,594
송도자이하버뷰2단지(202동),38488,1792,3516,1785,3516,7,176
송도자이하버뷰2단지(205동),38455,557,371,557,371,0,30
송도자이하버뷰2단지(정문),38465,2482,1650,2479,1650,3,137
송도자이하버뷰2단지(정문),38498,1832,1918,1827,1918,5,125
송도재래시장,38207,6002,7458,5995,7458,7,448
송도재래시장,38210,8225,7459,8211,7459,14,522
송도재래시장,38220,6110,2206,6110,2206,0,277
송도제2차고지,38703,543,216,527,216,16,25
송도제2차고지입구,38735,218,357,215,357,3,19
송도중학교,35155,11789,12524,11764,12524,25,810
송도지웰푸르지오시티,38424,5135,9886,5126,9886,9,500
송도채석장,38175,551,2316,551,2316,0,95
송도체육센터,38699,184,648,184,648,0,27
송도체육센터,38700,701,243,701,243,0,31
송도컨벤시아,38367,1585,5987,1583,5987,2,252
송도컨벤시아,38369,2404,1273,2400,1273,4,122
송도컨벤시아남문,38660,2305,1292,2305,1292,0,119
송도컨벤시아남문,38661,1202,2133,1202,2133,0,111
송도타임스페이스,38720,1729,4172,1726,4172,3,196
송도테크노파크IT센터,38752,23,1026,23,1026,0,34
송도테크노파크IT센터,39929,4353,2334,4353,2334,0,222
송도파크레인동일하이빌,38625,16,78,16,78,0,3
송도파크레인동일하이빌,38626,584,8,584,8,0,19
송도파크레인입구,38538,539,3020,539,3020,0,118
송도파크레인입구,38539,1240,1424,1240,1424,0,88
송도파크자이,38627,681,531,679,531,2,40
송도파크자이,38628,5,497,5,497,0,16
송도파크자이아파트,38638,8971,8087,8955,8087,16,568
송도파크자이아파트정문,38677,1348,5044,1347,5044,1,213
송도푸르지오월드마크,38426,5556,6670,5556,6670,0,407
송도푸르지오하버뷰,38494,3087,4266,3087,4266,0,245
송도풍림아이원1단지,38033,3016,24698,3013,24698,3,923
송도풍림아이원2단지,38025,9164,15046,9155,15046,9,807
송도풍림아이원2단지,38026,9360,5136,9356,5136,4,483
송도풍림아이원2단지,38034,25239,2768,25219,2768,20,933
송도풍림아이원4단지,38032,3651,9045,3645,9045,6,423
송도힐스테이트,38479,16633,6921,16631,6921,2,785
송도힐스테이트5단지,38393,5801,7296,5801,7296,0,436
송도힐스테이트6단지,38554,17,77,17,77,0,3
송동마을.서초힐스아파트,22962,1567,115,1567,115,0,56
송림119안전센터,36165,67,276,67,276,0,11
송림3.5동행정복지센터(재능대정문),36030,1728,6088,1728,6088,0,260
송림4동행정복지센터(재능대후문),36127,1685,1815,1685,1815,0,116
송림고가교,37491,2393,1317,2393,1317,0,123
송림고가교,37492,1412,2499,1412,2499,0,130
송림고개(도화신동아아파트),37439,9383,8501,9342,8501,41,596
송림고개(도화신동아아파트),37501,10715,7465,10694,7465,21,606
송림동진로아파트,36154,330,337,330,337,0,22
송림동진로아파트,36155,92,726,92,726,0,27
송림빌라,43316,36,0,36,0,0,1
송림빌라,43775,2,51,2,51,0,1
송림시장,36015,272,404,272,404,0,22
송림오거리,36131,14458,4013,14446,4013,12,615
송림오거리,36132,3786,9662,3780,9662,6,448
송림주유소,36090,630,446,630,446,0,35
송림체육관,36130,393,68,389,68,4,15
송림체육관,36148,36,295,36,295,0,11
송림체육관후문,36152,258,712,258,712,0,32
송림체육관후문,36153,630,388,630,388,0,33
송림휴먼시아,36124,27,639,27,639,0,22
송림휴먼시아,36125,49,1317,49,1317,0,45
송마3리,80157,1032,33,1030,33,2,35
송마3리,80158,38,508,38,508,0,18
송마리입구,80159,53,857,51,857,2,30
송마리입구,80160,353,191,353,191,0,18
송명초등학교,92013,3386,329,3386,329,0,123
송산,43482,57,11,57,11,0,2
송산,43710,29,83,29,83,0,3
송산교회,43956,11,26,11,26,0,1
송산삼거리,43480,54,3,52,3,2,1
송산삼거리,43611,3,46,3,46,0,1
송암박두성생가입구,90396,0,12,0,12,0,0
송암박두성생가입구,90397,17,2,17,2,0,0
송월동동화마을,35189,6267,2989,6262,2989,5,308
송월동동화마을,35190,3555,9057,3554,9057,1,420
송월아파트,35193,2640,615,2640,615,0,108
송월아파트,35194,970,2994,970,2994,0,132
송정역,25184,95,3723,95,3723,0,127
송정역,25185,5540,78,5540,78,0,187
송학둥지아파트,38584,3633,3821,3631,3821,2,248
송학둥지아파트,38585,2837,2929,2831,2929,6,192
송해교회,43384,278,82,277,82,1,12
송해교회,43769,66,356,66,356,0,14
송해면사무소,43708,27,145,27,145,0,5
송해면사무소,43809,77,47,77,47,0,4
송해삼거리,43386,321,54,316,54,5,12
송해삼거리,43819,49,401,49,401,0,15
송해초등학교,43807,29,156,29,156,0,6
송해초등학교,43820,93,18,93,18,0,3
송현시장.수도국산달동네박물관,36019,7652,5769,7632,5769,20,447
송현시장.수도국산달동네박물관,36020,6312,21516,6305,21516,7,927
송현시장.수도국산달동네박물관,36025,50,588,46,588,4,21
송현아파트,36065,5644,3409,5640,3409,4,301
송현아파트,36067,1877,4169,1877,4169,0,201
송현주공아파트,36073,905,2709,905,2709,0,120
송현주공아파트,36080,10449,5428,10445,5428,4,529
송현주공아파트후문,36162,593,2933,593,2933,0,117
쇠골큰말,89318,66,37,66,37,0,3
쇠골큰말,89321,84,26,82,26,2,3
수곡(월곳리),43191,34,0,34,0,0,1
수곡(월곳리),43620,0,14,0,14,0,0
수광티티아이,90215,29,30,28,30,1,1
수도군수지원단(장애인복지관),40825,5527,1529,5511,1529,16,235
수도군수지원단(장애인복지관),40826,13,1616,9,1616,4,54
수림공원,39347,2008,808,2008,808,0,93
수림공원,39351,808,1729,808,1729,0,84
수변로삼거리,40367,1132,392,1132,392,0,50
수변로삼거리,40370,2565,4955,2564,4955,1,250
수봉공원,37289,1695,1665,1695,1665,0,112
수봉공원,37569,1224,3594,1224,3594,0,160
수봉공원.인천수봉문화회관입구,37362,12336,6509,12332,6509,4,628
수봉공원.인천수봉문화회관입구,37369,8184,12742,8180,12742,4,697
수봉마을쉼터,37570,2668,3768,2668,3768,0,214
수봉마을쉼터,37571,3055,1927,3055,1927,0,166
수부촌,43041,182,191,182,191,0,12
수산동,39175,325,704,325,704,0,34
수산동,39176,320,398,320,398,0,23
수양관,43245,9,43,9,43,0,1
수양관,43645,72,10,72,10,0,2
수인곡물시장,35134,2672,2503,2644,2503,28,172
수정제입구,90290,10,10,10,10,0,0
수촌,43111,115,2,115,2,0,3
수촌,43358,0,104,0,104,0,3
수출산업단지6공단입구,40009,3718,4515,3715,4515,3,274
수출산업단지6공단입구,40010,2068,2524,2065,2524,3,153
수행마을.홈플러스,80074,698,31,698,31,0,24
수행마을.홈플러스,80075,92,574,92,574,0,22
수현마을,39487,2584,3526,2581,3526,3,203
수현마을,39488,5945,4900,5929,4900,16,361
수협,43060,170,1056,168,1056,2,40
수협,43062,3691,9716,3661,9716,30,446
수협(인천해양센터),35080,2938,79,2908,79,30,100
수협(인천해양센터),35081,70,4473,68,4473,2,151
수협온수지점,90411,1280,485,1269,485,11,58
수협온수지점,90413,374,1602,372,1602,2,65
순복음교회,37253,9241,27636,9226,27636,15,1229
순복음교회,39181,19153,8037,19105,8037,48,906
순복음교회,40661,12842,7224,12842,7224,0,668
순천향대학병원.부명고,55037,7741,945,7741,945,0,289
숭덕여중고입구,39461,11239,22970,11214,22970,25,1140
숭덕여중고입구,39463,15358,11826,15323,11826,35,906
숭덕여중고입구,39466,5629,915,5579,915,50,218
숭뢰2리,43421,74,230,68,230,6,10
숭뢰2리,43704,166,22,165,22,1,6
숭보사입구,40851,133,24,133,24,0,5
숭보사입구,40918,1,67,1,67,0,2
숭의1.3동(극동아파트),37328,520,612,519,612,1,37
숭의1.3동(극동아파트),37337,438,781,435,781,3,40
숭의2동행정복지센터,37563,1839,2143,1839,2143,0,132
숭의교회,37269,17928,10415,17916,10415,12,944
숭의교회,37271,12373,15620,12372,15620,1,933
숭의로터리,37265,5694,18269,5671,18269,23,798
숭의로터리,37266,15736,5836,15704,5836,32,719
숭의로터리,37273,18147,8523,18138,8523,9,889
숭의로터리.도원체육관,37276,8141,12671,8141,12671,0,693
숭의목공예마을앞,37313,8292,8290,8289,8290,3,552
숭의목공예마을앞,37315,6236,6810,6234,6810,2,434
숭의박문아파트,37353,1394,2431,1391,2431,3,127
숭의박문아파트,37354,2486,1372,2481,1372,5,128
숭의보건지소,37532,13874,4047,13867,4047,7,597
숭의역(1번출구),37510,40356,21388,40333,21388,23,2058
숭의역(2번출구),37211,25362,32468,25350,32468,12,1927
숭의역(3번출구),35133,1259,4414,1256,4414,3,189
숭의역(4번출구),35135,3926,2485,3924,2485,2,213
숭의초등학교,37296,1158,650,1150,650,8,60
숭의초등학교,37308,1387,3795,1387,3795,0,172
숭의초등학교입구,37287,2006,1634,2006,1634,0,121
쉐보레인천서비스,40433,1524,4656,1524,4656,0,206
쉐보레출고사무소,89160,1896,298,1896,298,0,73
쉴낙원인천장례식장,41458,1206,2040,1206,2040,0,108
스카이시티자이.화성파크드림,35650,2697,6679,2697,6679,0,312
스타파이브입구,35428,365,23,365,23,0,12
스타파이브입구,35429,9,343,9,343,0,11
스태츠칩팩코리아,35641,11,432,11,432,0,14
스태츠칩팩코리아,35642,440,19,440,19,0,15
스틸랜드,70228,217,507,217,507,0,24
스틸랜드,70229,330,182,330,182,0,17
스포월드골프연습장,42439,102,183,102,183,0,9
스포월드골프연습장,42440,11,146,11,146,0,5
승기2교,92077,26,42,26,42,0,2
승기천,39169,1046,5940,1044,5940,2,232
승기천,39170,853,4174,853,4174,0,167
시대아파트,38340,14242,12181,14242,12181,0,880
시리미,43330,33,61,33,61,0,3
시리미,43631,15,0,15,0,0,0
시립가좌테니스장,37581,199,1167,199,1167,0,45
시립가좌테니스장,37582,141,2549,141,2549,0,89
시민공원,37359,14698,5658,14668,5658,30,678
시민공원(문화창작지대)역,37344,25053,24450,25042,24450,11,1650
시민공원(문화창작지대)역,37346,34698,27501,34674,27501,24,2073
시민공원.문화창작지대,37334,17906,35013,17890,35013,16,1763
시민공원.문화창작지대,37468,2008,1513,2008,1513,0,117
시민공원역.포레나미추홀,37319,5346,48274,5337,48274,9,1787
시민공원역.포레나미추홀,37326,94912,17707,94828,17707,84,3753
시장로터리(중앙철재),40261,2055,1708,2050,1708,5,125
시청광장입구,39217,16552,20754,16552,20754,0,1243
시청광장입구,39218,20543,16655,20535,16655,8,1239
시흥대야역.영남아파트,70027,567,1800,567,1800,0,78
시흥대야역.영남아파트,70028,2224,829,2224,829,0,101
시흥보건소,70015,1991,532,1991,532,0,84
시흥보건소,70016,548,1898,548,1898,0,81
시흥영업소,25846,153,80,153,80,0,7
시흥영업소,25847,71,138,71,138,0,6
신골입구,43998,7,27,7,27,0,1
신골입구,43999,17,5,17,5,0,0
신광주유소,43470,14,14,14,14,0,0
신광주유소,43524,3,8,3,8,0,0
신광초등학교,35142,364,582,363,582,1,31
신기.남부종합시장(진흥사거리),37217,47600,28806,47545,28806,55,2546
신기.남부종합시장(진흥사거리),37219,15927,29473,15918,29473,9,1513
신김포농협대곶지점,80147,80,47,79,47,1,4
신김포농협대곶지점,80148,189,176,188,176,1,12
신논현역,32055,11277,68,11277,68,0,378
신논현역.우신빌딩,31057,71,6149,71,6149,0,207
신당리동촌부락,90090,25,0,25,0,0,0
신당리동촌부락,90091,1,3,1,3,0,0
신당리마을회관,90087,0,1,0,1,0,0
신당촌,90114,2,2,2,2,0,0
신대진중앙아파트,41271,3902,2484,3902,2484,0,212
신대진중앙아파트,41274,2011,3589,2011,3589,0,186
신도실업(주),40625,636,1617,636,1617,0,75
신동마을,90253,0,1,0,1,0,0
